LOCATION,Country,Measure,Frequency,TIME,Unit Code,Value
SVN,Slovenia,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2020-Q2,USD,31400.6
SWE,Sweden,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2017-Q4,USD,50292.2
SWE,Sweden,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2018-Q1,USD,50392
SWE,Sweden,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2018-Q2,USD,50658.1
SWE,Sweden,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2018-Q3,USD,50274.4
SWE,Sweden,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2018-Q4,USD,50701.8
SWE,Sweden,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2019-Q1,USD,50699.5
SWE,Sweden,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2019-Q2,USD,50599.8
SWE,Sweden,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2019-Q3,USD,50609
SWE,Sweden,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2019-Q4,USD,50562.4
SWE,Sweden,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2020-Q1,USD,50587.5
SWE,Sweden,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2020-Q2,USD,46332
USA,United States,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2017-Q4,USD,61166.3
USA,United States,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2018-Q1,USD,62030.8
USA,United States,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2018-Q2,USD,62909.3
USA,United States,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2018-Q3,USD,63401
USA,United States,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2018-Q4,USD,63827
USA,United States,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2019-Q1,USD,64391.1
USA,United States,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2019-Q2,USD,64976.6
USA,United States,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2019-Q3,USD,65525.9
USA,United States,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2019-Q4,USD,66064.2
USA,United States,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2020-Q1,USD,65430.2
USA,United States,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2020-Q2,USD,59170.1
USA,United States,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2020-Q3,USD,64042.6
SVN,Slovenia,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2017-Q4,USD,37901.8
SVN,Slovenia,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2018-Q1,USD,38047.8
SVN,Slovenia,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2018-Q2,USD,38785.4
SVN,Slovenia,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2018-Q3,USD,39381.9
SVN,Slovenia,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2018-Q4,USD,39985.4
SVN,Slovenia,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2019-Q1,USD,40542.9
SVN,Slovenia,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2019-Q2,USD,40843.3
SVN,Slovenia,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2019-Q3,USD,41347.1
SVN,Slovenia,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2019-Q4,USD,41658.4
SVN,Slovenia,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2020-Q1,USD,39821.2
SVN,Slovenia,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2020-Q2,USD,35659.6
LVA,Latvia,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2017-Q4,USD,29184.3
LVA,Latvia,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2018-Q1,USD,29671
LVA,Latvia,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2018-Q2,USD,30490
LVA,Latvia,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2018-Q3,USD,31100
LVA,Latvia,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2018-Q4,USD,31591.3
LVA,Latvia,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2019-Q1,USD,31589.1
LVA,Latvia,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2019-Q2,USD,32065.5
LVA,Latvia,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2019-Q3,USD,32413.5
LVA,Latvia,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2019-Q4,USD,32620
LVA,Latvia,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2020-Q1,USD,32058.3
LVA,Latvia,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2020-Q2,USD,29667.7
LVA,Latvia,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2017-Q4,USD,27166.3
LVA,Latvia,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2018-Q1,USD,27487.4
LVA,Latvia,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2018-Q2,USD,28028.7
LVA,Latvia,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2018-Q3,USD,28479.8
LVA,Latvia,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2018-Q4,USD,28781.1
LVA,Latvia,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2019-Q1,USD,28673.5
LVA,Latvia,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2019-Q2,USD,28909.7
LVA,Latvia,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2019-Q3,USD,29113
LVA,Latvia,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2019-Q4,USD,29187.6
LVA,Latvia,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2020-Q1,USD,28563.3
LVA,Latvia,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2020-Q2,USD,26588.1
ISL,Iceland,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2017-Q4,USD,56941.7
ISL,Iceland,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2018-Q1,USD,56849.1
ISL,Iceland,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2018-Q2,USD,57030.8
ISL,Iceland,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2018-Q3,USD,57028.7
ISL,Iceland,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2018-Q4,USD,59177.5
ISL,Iceland,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2019-Q1,USD,58932
ISL,Iceland,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2019-Q2,USD,59679.7
ISL,Iceland,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2019-Q3,USD,59426.1
ISL,Iceland,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2019-Q4,USD,62374.8
ISL,Iceland,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2020-Q1,USD,58848.2
ISL,Iceland,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2020-Q2,USD,53536
ISL,Iceland,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2017-Q4,USD,53373.9
ISL,Iceland,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2018-Q1,USD,52720.1
ISL,Iceland,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2018-Q2,USD,52725.9
ISL,Iceland,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2018-Q3,USD,52238.9
ISL,Iceland,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2018-Q4,USD,53607.3
ISL,Iceland,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2019-Q1,USD,52489.8
ISL,Iceland,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2019-Q2,USD,52499.5
ISL,Iceland,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2019-Q3,USD,51861.8
ISL,Iceland,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2019-Q4,USD,54087.7
ISL,Iceland,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2020-Q1,USD,50767.9
ISL,Iceland,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2020-Q2,USD,46062.5
CRI,Costa Rica,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2017-Q4,USD,19493.8
CRI,Costa Rica,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2018-Q1,USD,19707.9
CRI,Costa Rica,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2018-Q2,USD,19922.1
CRI,Costa Rica,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2018-Q3,USD,19913.7
CRI,Costa Rica,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2018-Q4,USD,19941.9
CRI,Costa Rica,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2019-Q1,USD,20068.1
CRI,Costa Rica,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2019-Q2,USD,20334.5
CRI,Costa Rica,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2019-Q3,USD,20522
CRI,Costa Rica,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2019-Q4,USD,20719.1
CRI,Costa Rica,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2020-Q1,USD,20352.9
CRI,Costa Rica,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2020-Q2,USD,18532.9
CRI,Costa Rica,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2017-Q4,USD,17777.2
CRI,Costa Rica,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2018-Q1,USD,17882.1
CRI,Costa Rica,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2018-Q2,USD,17936.9
CRI,Costa Rica,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2018-Q3,USD,17867.7
CRI,Costa Rica,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2018-Q4,USD,17815.6
CRI,Costa Rica,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2019-Q1,USD,17891
CRI,Costa Rica,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2019-Q2,USD,18000.9
CRI,Costa Rica,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2019-Q3,USD,18104.9
CRI,Costa Rica,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2019-Q4,USD,18204.4
CRI,Costa Rica,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2020-Q1,USD,17817.5
CRI,Costa Rica,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2020-Q2,USD,16288.1
KOR,Korea,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2017-Q4,USD,41346.8
KOR,Korea,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2018-Q1,USD,41765.1
KOR,Korea,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2018-Q2,USD,42147.6
KOR,Korea,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2018-Q3,USD,42388.5
KOR,Korea,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2018-Q4,USD,42658.7
KOR,Korea,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2019-Q1,USD,42395
KOR,Korea,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2019-Q2,USD,42941.9
KOR,Korea,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2019-Q3,USD,43120
KOR,Korea,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2019-Q4,USD,43704.5
KOR,Korea,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2020-Q1,USD,43242.2
KOR,Korea,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2020-Q2,USD,41827.3
KOR,Korea,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2017-Q4,USD,40258.1
KOR,Korea,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2018-Q1,USD,40632
KOR,Korea,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2018-Q2,USD,40832.9
KOR,Korea,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2018-Q3,USD,41017.9
KOR,Korea,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2018-Q4,USD,41327
KOR,Korea,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2019-Q1,USD,41144.9
KOR,Korea,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2019-Q2,USD,41513.6
KOR,Korea,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2019-Q3,USD,41627.2
KOR,Korea,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2019-Q4,USD,42132.5
KOR,Korea,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2020-Q1,USD,41560.5
KOR,Korea,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2020-Q2,USD,40220.2
LTU,Lithuania,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2017-Q4,USD,34533.6
LTU,Lithuania,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2018-Q1,USD,35266.6
LTU,Lithuania,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2018-Q2,USD,35913.4
LTU,Lithuania,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2018-Q3,USD,36269.6
LTU,Lithuania,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2018-Q4,USD,36673.4
LTU,Lithuania,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2019-Q1,USD,37757.1
LTU,Lithuania,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2019-Q2,USD,38335.5
LTU,Lithuania,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2019-Q3,USD,38653.4
LTU,Lithuania,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2019-Q4,USD,39055.1
LTU,Lithuania,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2020-Q1,USD,39132.6
LTU,Lithuania,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2020-Q2,USD,36738.9
LTU,Lithuania,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2017-Q4,USD,32154.4
LTU,Lithuania,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2018-Q1,USD,32720.4
LTU,Lithuania,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2018-Q2,USD,33109.1
LTU,Lithuania,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2018-Q3,USD,33419.3
LTU,Lithuania,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2018-Q4,USD,33774.1
LTU,Lithuania,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2019-Q1,USD,34444.7
LTU,Lithuania,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2019-Q2,USD,34703.5
LTU,Lithuania,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2019-Q3,USD,34903.4
LTU,Lithuania,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2019-Q4,USD,35168
LTU,Lithuania,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2020-Q1,USD,35169.6
LTU,Lithuania,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2020-Q2,USD,33096.2
BGR,Bulgaria,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2017-Q4,USD,21789.6
BGR,Bulgaria,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2018-Q1,USD,21999.7
BGR,Bulgaria,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2018-Q2,USD,22367.3
BGR,Bulgaria,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2018-Q3,USD,22682.2
BGR,Bulgaria,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2018-Q4,USD,23330.7
BGR,Bulgaria,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2019-Q1,USD,24010.1
BGR,Bulgaria,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2019-Q2,USD,24488.9
BGR,Bulgaria,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2019-Q3,USD,24932.9
BGR,Bulgaria,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2019-Q4,USD,25548.2
BGR,Bulgaria,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2020-Q1,USD,25720.8
BGR,Bulgaria,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2020-Q2,USD,22933.4
BGR,Bulgaria,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2017-Q4,USD,20239.2
BGR,Bulgaria,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2018-Q1,USD,20390.8
BGR,Bulgaria,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2018-Q2,USD,20594.6
BGR,Bulgaria,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2018-Q3,USD,20834.7
BGR,Bulgaria,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2018-Q4,USD,21075.8
BGR,Bulgaria,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2019-Q1,USD,21389.9
BGR,Bulgaria,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2019-Q2,USD,21527.5
BGR,Bulgaria,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2019-Q3,USD,21676
BGR,Bulgaria,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2019-Q4,USD,21878.9
BGR,Bulgaria,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2020-Q1,USD,22017.7
BGR,Bulgaria,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2020-Q2,USD,19814.3
ROU,Romania,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2017-Q4,USD,24965.6
ROU,Romania,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2018-Q1,USD,25095.1
ROU,Romania,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2018-Q2,USD,25664.9
ROU,Romania,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2018-Q3,USD,25938.6
ROU,Romania,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2018-Q4,USD,26090.4
ROU,Romania,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2019-Q1,USD,26600.7
ROU,Romania,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2019-Q2,USD,26756.9
ROU,Romania,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2019-Q3,USD,26986.7
ROU,Romania,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2019-Q4,USD,27372.8
ROU,Romania,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2020-Q1,USD,27392.1
ROU,Romania,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2020-Q2,USD,24157.5
ROU,Romania,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2017-Q4,USD,27880.8
ROU,Romania,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2018-Q1,USD,28021.4
ROU,Romania,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2018-Q2,USD,28875.7
ROU,Romania,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2018-Q3,USD,29419.2
ROU,Romania,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2018-Q4,USD,30005.6
ROU,Romania,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2019-Q1,USD,31097.7
ROU,Romania,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2019-Q2,USD,31755.8
ROU,Romania,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2019-Q3,USD,32372.9
ROU,Romania,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2019-Q4,USD,33074.8
ROU,Romania,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2020-Q1,USD,33279.8
ROU,Romania,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2020-Q2,USD,29105.1
SAU,Saudi Arabia,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2017-Q4,USD,46501.9
SAU,Saudi Arabia,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2018-Q1,USD,46880.3
SAU,Saudi Arabia,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2018-Q2,USD,47136.8
SAU,Saudi Arabia,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2018-Q3,USD,47258.1
SAU,Saudi Arabia,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2018-Q4,USD,47262.3
SAU,Saudi Arabia,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2019-Q1,USD,46635.7
SAU,Saudi Arabia,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2019-Q2,USD,46459.7
SAU,Saudi Arabia,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2019-Q3,USD,45895.5
SAU,Saudi Arabia,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2019-Q4,USD,45742.3
SAU,Saudi Arabia,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2020-Q1,USD,45093.5
SAU,Saudi Arabia,"Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted",Quarterly,2020-Q2,USD,42636.3
SAU,Saudi Arabia,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2017-Q4,USD,48316.7
SAU,Saudi Arabia,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2018-Q1,USD,48350.4
SAU,Saudi Arabia,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2018-Q2,USD,49073.9
SAU,Saudi Arabia,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2018-Q3,USD,49048.2
SAU,Saudi Arabia,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2018-Q4,USD,49568.6
SAU,Saudi Arabia,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2019-Q1,USD,48285.6
SAU,Saudi Arabia,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2019-Q2,USD,48963.8
SAU,Saudi Arabia,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2019-Q3,USD,48838.4
SAU,Saudi Arabia,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2019-Q4,USD,49358.9
SAU,Saudi Arabia,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2020-Q1,USD,47278.8
SAU,Saudi Arabia,"Per Head, US $, current prices, current PPPs, seasonally adjusted",Quarterly,2020-Q2,USD,42000.9
